Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
INFY,EQ,18-Dec-18,694.4,686.5,686.5,674.55,677,676.6,679.65,8021298,5451686819,191277,4277069,53.32
INFY,EQ,19-Dec-18,676.6,671.55,671.55,661.1,664.6,664.85,665.07,8295459,5517046525,263253,4781304,57.64
INFY,EQ,20-Dec-18,664.85,660,671.55,656.4,666.9,667.05,664.34,11705260,7776239037,237519,6351199,54.26
INFY,EQ,21-Dec-18,667.05,659.5,659.5,643.45,646.55,646.2,651.1,12802132,8335493758,228130,6537301,51.06
INFY,EQ,24-Dec-18,646.2,657,658.8,647.6,648.5,649,652.59,8379825,5468562526,140084,3230709,38.55
INFY,EQ,26-Dec-18,649,647,647,637.35,643.9,644.05,641.76,6178552,3965160752,129003,3192480,51.67
INFY,EQ,27-Dec-18,644.05,652.75,663.25,649,656.35,656.8,658.16,15333902,10092126951,182988,7084546,46.2
INFY,EQ,28-Dec-18,656.8,663.35,663.5,653.3,656.1,656.95,658.29,4736598,3118076702,105527,2225579,46.99
INFY,EQ,31-Dec-18,656.95,660,662,655.8,659.6,658.95,659.27,3373319,2223919550,65442,1517551,44.99
INFY,EQ,01-Jan-19,658.95,660.95,666.3,654.15,665.95,665.05,660.66,2943390,1944579423,45422,1282161,43.56
INFY,EQ,02-Jan-19,665.05,666,674,662.05,668,669.05,669.97,7416655,4968962633,108094,3880800,52.33
INFY,EQ,03-Jan-19,669.05,672,677,663.1,668,669.15,669.66,6827249,4571929258,125781,3676359,53.85
INFY,EQ,04-Jan-19,669.15,671.75,673.9,651,660.25,661.05,660.17,7889310,5208304589,187590,3747741,47.5
INFY,EQ,07-Jan-19,661.05,665,673.6,661.5,671.7,671.7,667.51,8046340,5370973787,132736,4711672,58.56
INFY,EQ,08-Jan-19,671.7,674.95,677.45,668.55,670,670.05,672.86,8621545,5801122720,134369,5652959,65.57
INFY,EQ,09-Jan-19,670.05,686.2,689.8,664,675.6,676.1,678.41,18130292,12299738075,314702,8029281,44.29
INFY,EQ,10-Jan-19,676.1,681.6,682,672.55,680.8,679.7,677.63,9572493,6486610276,141449,6064060,63.35
INFY,EQ,11-Jan-19,679.7,680.2,685.5,672.5,684.35,683.5,679.18,12281903,8341603861,159694,6409592,52.19
INFY,EQ,14-Jan-19,683.5,707,710.2,695.95,701.3,701.9,701.27,19312937,13543620376,289248,7316609,37.88
INFY,EQ,15-Jan-19,701.9,707.2,730,707.2,728.3,726.6,721.52,19671304,14193222353,285205,8770235,44.58
INFY,EQ,16-Jan-19,726.6,729.9,737.8,728.5,735.95,736.8,734.12,9658944,7090838080,175301,3769918,39.03
INFY,EQ,17-Jan-19,736.8,735.8,739,729.1,733.2,733.35,733.06,6903771,5060865130,155361,3662842,53.06
INFY,EQ,18-Jan-19,733.35,730,736.2,726.3,734,730.95,730.43,5902151,4311101798,117506,3555997,60.25
INFY,EQ,21-Jan-19,730.95,738.2,751,734,743.25,745,744.87,8129422,6055327086,207759,4205100,51.73
INFY,EQ,22-Jan-19,745,741.25,749,734,747,745.35,739.94,6723375,4974904339,184880,4348471,64.68
INFY,EQ,23-Jan-19,745.35,742.35,742.6,729.2,731.65,731.65,735.7,7212099,5305910422,114457,4265475,59.14
INFY,EQ,24-Jan-19,731.65,728.1,736.1,721,734,732,727.66,7429783,5406365018,138534,3721327,50.09
INFY,EQ,25-Jan-19,732,728,737.9,724.25,730.3,730.35,731.7,5543112,4055912046,86157,3056302,55.14
INFY,EQ,28-Jan-19,730.35,731,732.6,719,731,727.95,725.12,7944693,5760882919,128705,5442114,68.5
INFY,EQ,29-Jan-19,727.95,725.5,732.85,716.5,730.05,727.9,721.76,6760819,4879714903,137242,4100300,60.65
INFY,EQ,30-Jan-19,727.9,727.9,734.8,721.1,724.3,725.9,726.45,5763026,4186556192,125751,3267862,56.7
INFY,EQ,31-Jan-19,725.9,726,751.3,726,750,749.55,744.47,13825233,10292423935,265809,8145259,58.92
INFY,EQ,01-Feb-19,749.55,751.35,762.5,744.5,756.7,757.05,753.37,6276585,4728608322,119145,2274954,36.25
INFY,EQ,04-Feb-19,757.05,757,762.5,749.2,755.9,755.9,754.39,3945391,2976361897,110537,1894178,48.01
INFY,EQ,05-Feb-19,755.9,747,759.95,747,755,754.85,753.48,4694366,3537094843,98651,2610466,55.61
INFY,EQ,06-Feb-19,754.85,755.55,766.95,754.35,763.75,763.3,762.75,5880482,4485360735,150791,3188901,54.23
INFY,EQ,07-Feb-19,763.3,763.05,769.45,761,763,764,766.2,3961797,3035522378,102039,2154773,54.39
INFY,EQ,08-Feb-19,764,760,772.25,754.9,760.9,760.9,763.4,5915169,4515625944,92824,2722938,46.03
